total_deposit_usd,total_borrow_usd,total_repay_usd,num_liquidations,total_transactions,repay_ratio,liquidation_rate,deposit_borrow_ratio,borrow_to_txn_ratio,cluster,credit_score,score_bin
1987.6636548592712,0.0,0.0,0.0,1,0.0,0.0,1987663654.8592713,0.0,0,600.0,"(500, 600]"
285.69448036149265,0.0,0.0,0.0,1,0.0,0.0,285694480.3614927,0.0,0,600.0,"(500, 600]"
0.005152310624158186,0.0,0.0,0.0,2,0.0,0.0,5152.310624158186,0.0,0,600.0,"(500, 600]"
0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,500.0,"(400, 500]"
925490.6969600009,130355.75475607083,70150.26379074075,0.0,399,0.538144740302964,0.0,7.099730262654936,326.7061514520418,0,607.6289480605928,"(600, 700]"
18390.665686010514,11631.431210321323,11640.280239622169,0.0,25,1.0007607858517216,0.0,1.5811180371431992,465.2572298025637,0,679.2080590275042,"(600, 700]"
0.12006325681531027,0.0,0.0,0.0,8,0.0,0.0,120063.25681531028,0.0,0,600.0,"(500, 600]"
672499.5759299963,134838.42403923787,2758.686260032398,0.0,492,0.020459199813913306,0.0,4.987447611589646,274.0618369210895,0,504.0918399627826,"(500, 600]"
0.1421606664814541,0.0,0.0,0.0,1,0.0,0.0,142160.6664814541,0.0,0,600.0,"(500, 600]"
1.7666525037857388,0.0,0.0,0.0,1,0.0,0.0,1766652.503785739,0.0,0,600.0,"(500, 600]"
799991.6941682947,597501.9617796154,597568.679828446,0.0,69,1.0001116616381172,0.0,1.3388938369076475,8659.448595944446,0,666.9670241730058,"(600, 700]"
4876314.1687063845,3381166.2600503326,3351013.6429793746,0.0,47,0.9910821844438078,0.0,1.442198872714515,71939.70613001334,-1,670.3263805244873,"(600, 700]"
2131006.5283901496,1265148.9404715851,1236773.7496241014,0.0,250,0.9775716597937596,0.0,1.6843918215622353,5060.595741643958,0,679.7339230368636,"(600, 700]"
3709065.79964414,2977862.799613659,2270684.973261751,0.0,297,0.7625216895672903,0.0,1.2455462354155808,10026.47403901409,0,614.7816496842371,"(600, 700]"
77871.46331912852,24758.96632948498,23151.274780815504,3.0,28,0.9350662895934401,0.10714285331632667,3.145182326260838,884.2487659012934,0,579.8704046023614,"(500, 600]"
1.6927543127773312,0.0,0.0,0.0,1,0.0,0.0,1692754.3127773313,0.0,0,600.0,"(500, 600]"
0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,500.0,"(400, 500]"
3163241.256154405,2401891.8174879523,1924330.2671071424,0.0,147,0.8011727477047345,0.0,1.3169790717141467,16339.400007813281,0,626.0835031266543,"(600, 700]"
466.1857620663897,0.0,0.0,0.0,2,0.0,0.0,466185762.06638974,0.0,0,600.0,"(500, 600]"
1.116218296466259,0.0,0.0,0.0,1,0.0,0.0,1116218.296466259,0.0,0,600.0,"(500, 600]"
1943.2214782403355,1257.9326580280358,0.0,0.0,14,0.0,0.0,1.5447738512026552,89.85232629826497,0,477.2386925601328,"(400, 500]"
1266.1638221549338,1136.6818243501825,435.62096512585373,0.0,29,0.3832391399340357,0.0,1.113912261036514,39.19592362600893,0,532.3434410386328,"(500, 600]"
3.145759276004647,0.0,0.0,0.0,2,0.0,0.0,3145759.2760046474,0.0,0,600.0,"(500, 600]"
1.0022621744374796,0.0,0.0,0.0,1,0.0,0.0,1002262.1744374796,0.0,0,600.0,"(500, 600]"
1.0112506095471125,0.0,0.0,0.0,2,0.0,0.0,1011250.6095471126,0.0,0,600.0,"(500, 600]"
